image_filename,flight_date,phenotype_label,genotype_id
09b75e83-5dde-4d00-8f1e-15fd83352257_72460425.jpg,2015-12-18,whitish_yellow,G019
09b75e83-5dde-4d00-8f1e-15fd83352257_23ce7aad.jpg,2015-12-18,whitish_yellow,G019
09b75e83-5dde-4d00-8f1e-15fd83352257_d55a11dd.jpg,2015-12-18,whitish_yellow,G019
0b196b35-dff8-4701-924b-4bd8410d0e62_e1d33dcd.jpg,2015-12-18,whitish_greenish,G460
0b419210-a2eb-40f0-b85d-d94563a1ee7b_21d472a8.jpg,2015-12-18,whitish_greenish,G414
0b419210-a2eb-40f0-b85d-d94563a1ee7b_b474a574.jpg,2015-12-18,whitish_greenish,G414
0b419210-a2eb-40f0-b85d-d94563a1ee7b_e3050bf3.jpg,2015-12-18,whitish_greenish,G414
0b59d9f0-5d26-466b-9d79-a8cc6d9060dd_7984f69b.jpg,2015-12-18,small_open,G237
0bd928e0-cc9b-40db-82fd-edb7cc48e3d4_97204121.jpg,2015-12-18,whitish_greenish,G053
0bd928e0-cc9b-40db-82fd-edb7cc48e3d4_1d54b3e4.jpg,2015-12-18,whitish_greenish,G053
0bd928e0-cc9b-40db-82fd-edb7cc48e3d4_310c9d97.jpg,2015-12-18,whitish_greenish,G053
0cd79448-c00e-4dba-bab9-b63994b8cbc6_ef0f6b62.jpg,2015-12-18,whitish,G416
0cd79448-c00e-4dba-bab9-b63994b8cbc6_7236e530.jpg,2015-12-18,whitish,G416
0cd79448-c00e-4dba-bab9-b63994b8cbc6_b037a0b0.jpg,2015-12-18,whitish,G416
0d620ae0-0ff4-4d32-a98e-5b8c3f9ca327_9106d479.jpg,2015-12-18,brownish,G358
0d67d352-2617-48db-a7fd-e0338c5a6570_1a7b590b.jpg,2015-12-18,whitish_yellow,G024
0d67d352-2617-48db-a7fd-e0338c5a6570_cffb65a0.jpg,2015-12-18,whitish_yellow,G024
0d67d352-2617-48db-a7fd-e0338c5a6570_d731add7.jpg,2015-12-18,whitish_yellow,G024
0d97a923-7572-4ff5-8476-256485647427_1ea28ff3.jpg,2015-12-18,whitish_yellow,G297
0d97a923-7572-4ff5-8476-256485647427_b799230c.jpg,2015-12-18,whitish_yellow,G297
0d97a923-7572-4ff5-8476-256485647427_5e642b46.jpg,2015-12-18,whitish_yellow,G297
0db3132c-e106-4da3-aeca-7aa74ec0fe97_9a3c462b.jpg,2015-12-18,whitish,G300
0db3132c-e106-4da3-aeca-7aa74ec0fe97_eb3a6df5.jpg,2015-12-18,whitish,G300
0db3132c-e106-4da3-aeca-7aa74ec0fe97_b3769813.jpg,2015-12-18,whitish,G300
0dd288d0-e4c3-4e05-969d-9c0f025608c0_2f784c43.jpg,2015-12-18,large_open,G174
0de49939-9155-40d5-89e0-56a9a2595396_099cd495.jpg,2015-12-18,small_open,G009
0de49939-9155-40d5-89e0-56a9a2595396_9604653a.jpg,2015-12-18,small_open,G009
0de49939-9155-40d5-89e0-56a9a2595396_93224bfd.jpg,2015-12-18,small_open,G009
0e4d7154-5b17-4034-a344-6a7046dc7016_072ff6cd.jpg,2015-12-18,small_open,G341
0e4d7154-5b17-4034-a344-6a7046dc7016_c0214ca2.jpg,2015-12-18,small_open,G341
0e4d7154-5b17-4034-a344-6a7046dc7016_ac2d33c6.jpg,2015-12-18,small_open,G341
0e5d3214-9420-466c-9853-73af3bbf8dbb_8d51ae8a.jpg,2015-12-18,whitish_greenish,G257
0e7adc32-02df-45ff-9f1c-2c9c8393dbd1_19b7a9eb.jpg,2015-12-18,whitish_greenish,G325
0e7adc32-02df-45ff-9f1c-2c9c8393dbd1_1388e250.jpg,2015-12-18,whitish_greenish,G325
0e7adc32-02df-45ff-9f1c-2c9c8393dbd1_cfedccfa.jpg,2015-12-18,whitish_greenish,G325
0ecf4a70-de79-4a79-b709-347ffa3a7812_b3b01a74.jpg,2015-12-18,small_open,G004
0ecf4a70-de79-4a79-b709-347ffa3a7812_a10c86a1.jpg,2015-12-18,small_open,G004
0ecf4a70-de79-4a79-b709-347ffa3a7812_c9eb94df.jpg,2015-12-18,small_open,G004
0eda41f4-70e4-4240-b64b-e0436774a47b_bcebb45f.jpg,2015-12-18,whitish_yellow,G149
0ef78a80-6e4c-41b4-b7b7-54a8d4cc259b_97ce3be3.jpg,2015-12-18,whitish,G456
0ef78a80-6e4c-41b4-b7b7-54a8d4cc259b_0a69d61d.jpg,2015-12-18,whitish,G456
0ef78a80-6e4c-41b4-b7b7-54a8d4cc259b_3716a5a2.jpg,2015-12-18,whitish,G456
0f42e6ea-e32d-49d4-9e4b-0ba327f6ee9a_fbb4d651.jpg,2015-12-18,large_open,G116
0f42e6ea-e32d-49d4-9e4b-0ba327f6ee9a_ee046f9a.jpg,2015-12-18,large_open,G116
0f42e6ea-e32d-49d4-9e4b-0ba327f6ee9a_bdff55dd.jpg,2015-12-18,large_open,G116
104b1a6b-0db7-422c-ba95-22ca62476951_fbac4fce.jpg,2015-12-18,large_open,G214
104b1a6b-0db7-422c-ba95-22ca62476951_d9d6ea43.jpg,2015-12-18,large_open,G214
104b1a6b-0db7-422c-ba95-22ca62476951_1b2411be.jpg,2015-12-18,large_open,G214
10a4234b-1747-4deb-84f0-fc47e85bff16_a00e90c0.jpg,2015-12-18,whitish_greenish,G015
10a4234b-1747-4deb-84f0-fc47e85bff16_54e9a9f9.jpg,2015-12-18,whitish_greenish,G015
10a4234b-1747-4deb-84f0-fc47e85bff16_185a61c5.jpg,2015-12-18,whitish_greenish,G015
117b2111-be90-4b27-8b10-ba143f0e7560_e3e95f86.jpg,2015-12-18,whitish_yellow,G047
12aaa694-865c-4357-ac99-a7c3bf66e4af_a918333e.jpg,2015-12-18,whitish_greenish,G101
133ac160-fcae-4fce-8876-290c0b29fa57_2fd27a01.jpg,2015-12-18,large_open,G179
133ac160-fcae-4fce-8876-290c0b29fa57_a66603af.jpg,2015-12-18,large_open,G179
133ac160-fcae-4fce-8876-290c0b29fa57_3d482578.jpg,2015-12-18,large_open,G179
13eccba9-2cef-48c8-8a2e-4a334eb2356b_70298387.jpg,2015-12-18,whitish_yellow,G347
13eccba9-2cef-48c8-8a2e-4a334eb2356b_3b5e07c0.jpg,2015-12-18,whitish_yellow,G347
13eccba9-2cef-48c8-8a2e-4a334eb2356b_40cebe7c.jpg,2015-12-18,whitish_yellow,G347
1458844d-13d4-4778-88dc-3892122a0b53_221d3883.jpg,2015-12-18,large_open,G017
1458844d-13d4-4778-88dc-3892122a0b53_66b9586b.jpg,2015-12-18,large_open,G017
1458844d-13d4-4778-88dc-3892122a0b53_5d117faa.jpg,2015-12-18,large_open,G017
14fd973e-0c41-42ec-9d1a-6ee436cb59a8_bd52c0f0.jpg,2015-12-18,whitish,G269
14fd973e-0c41-42ec-9d1a-6ee436cb59a8_7d9c304e.jpg,2015-12-18,whitish,G269
14fd973e-0c41-42ec-9d1a-6ee436cb59a8_9751f12a.jpg,2015-12-18,whitish,G269
1614d4e2-b540-49aa-bc31-32740520404c_8fae9eb7.jpg,2015-12-18,whitish_greenish,G280
1614d4e2-b540-49aa-bc31-32740520404c_e9031783.jpg,2015-12-18,whitish_greenish,G280
1614d4e2-b540-49aa-bc31-32740520404c_a33678f9.jpg,2015-12-18,whitish_greenish,G280
164038fc-059b-4cef-a8c8-775be679303d_0a02cadf.jpg,2015-12-18,whitish_greenish,G248
164038fc-059b-4cef-a8c8-775be679303d_b07ba55f.jpg,2015-12-18,whitish_greenish,G248
164038fc-059b-4cef-a8c8-775be679303d_5494ddc6.jpg,2015-12-18,whitish_greenish,G248
16619fe0-70d8-4936-aba0-53c699de7dd6_033f55c0.jpg,2015-12-18,brownish,G079
16619fe0-70d8-4936-aba0-53c699de7dd6_780959b1.jpg,2015-12-18,brownish,G079
16619fe0-70d8-4936-aba0-53c699de7dd6_75fa1ec5.jpg,2015-12-18,brownish,G079
167cb107-0369-4050-a9ca-f3354ab32a0e_ad65bab9.jpg,2015-12-18,whitish_yellow,G322
17a4b123-05de-4f19-bb9e-c0793616af5d_87e9810a.jpg,2015-12-18,whitish_greenish,G028
17a4b123-05de-4f19-bb9e-c0793616af5d_b5bc1bc6.jpg,2015-12-18,whitish_greenish,G028
17a4b123-05de-4f19-bb9e-c0793616af5d_c3a93385.jpg,2015-12-18,whitish_greenish,G028
1814e581-660e-48c2-bf2d-1d94ff217f60_1c2a440c.jpg,2015-12-18,whitish_greenish,G337
1814e581-660e-48c2-bf2d-1d94ff217f60_83920021.jpg,2015-12-18,whitish_greenish,G337
1814e581-660e-48c2-bf2d-1d94ff217f60_8183e476.jpg,2015-12-18,whitish_greenish,G337
1872101e-14a6-4006-8418-ba90092b5e22_8fe14694.jpg,2015-12-18,whitish_yellow,G428
1872101e-14a6-4006-8418-ba90092b5e22_c33b272d.jpg,2015-12-18,whitish_yellow,G428
1872101e-14a6-4006-8418-ba90092b5e22_34157955.jpg,2015-12-18,whitish_yellow,G428
1903e245-c2ed-40cb-b866-9b9dd026ced2_51239d92.jpg,2015-12-18,whitish_yellow,G314
1ac85a0c-dbe3-47b9-af46-50f692c5c1fb_70164bb9.jpg,2015-12-18,brownish,G007
1ac85a0c-dbe3-47b9-af46-50f692c5c1fb_e0563f76.jpg,2015-12-18,brownish,G007
1ac85a0c-dbe3-47b9-af46-50f692c5c1fb_9d3493c0.jpg,2015-12-18,brownish,G007
1adde5e6-63f4-41d7-b8e3-96d54cfe5440_d1d14340.jpg,2015-12-18,small_open,G265
1adde5e6-63f4-41d7-b8e3-96d54cfe5440_a9521f76.jpg,2015-12-18,small_open,G265
1adde5e6-63f4-41d7-b8e3-96d54cfe5440_e0df201a.jpg,2015-12-18,small_open,G265
1ae7c1e0-2a3a-4d6b-9bb8-9382e0e9a4e1_10979ccc.jpg,2015-12-18,orange-ish,G355
1ae7c1e0-2a3a-4d6b-9bb8-9382e0e9a4e1_c65f23e7.jpg,2015-12-18,orange-ish,G355
1ae7c1e0-2a3a-4d6b-9bb8-9382e0e9a4e1_683fd2c4.jpg,2015-12-18,orange-ish,G355
1ae9ccae-93c1-4861-a0b8-e6d50b98e051_0a0b7e36.jpg,2015-12-18,whitish,G433
1b75172a-c657-40cf-93e8-c9452742b125_2c6c8a9f.jpg,2015-12-18,whitish_greenish,G258
1b75172a-c657-40cf-93e8-c9452742b125_808ebb83.jpg,2015-12-18,whitish_greenish,G258
1b75172a-c657-40cf-93e8-c9452742b125_0fb48726.jpg,2015-12-18,whitish_greenish,G258
1b84f047-00b0-4c7b-beb4-7d4bf5a260e0_c0cb2895.jpg,2015-12-18,large_open,G135
1b84f047-00b0-4c7b-beb4-7d4bf5a260e0_2389c3ac.jpg,2015-12-18,large_open,G135
1b84f047-00b0-4c7b-beb4-7d4bf5a260e0_46fa5aeb.jpg,2015-12-18,large_open,G135
1b8e0c35-0f9a-4eba-9a31-8861e347050e_f03b6777.jpg,2015-12-18,whitish_greenish,G181
1b8e0c35-0f9a-4eba-9a31-8861e347050e_c9e9bd2f.jpg,2015-12-18,whitish_greenish,G181
1b8e0c35-0f9a-4eba-9a31-8861e347050e_c0bcefe8.jpg,2015-12-18,whitish_greenish,G181
1c2273e0-0e44-4680-b4a3-8b9afee34bf3_fafa375b.jpg,2015-12-18,whitish_yellow,G402
1c35ea2e-79a3-42cc-8518-249666d276f9_6139f7ca.jpg,2015-12-18,whitish_greenish,G331
1c697242-b41b-4eae-a42f-8dcb434437a7_1d1ecaca.jpg,2015-12-18,whitish_greenish,G145
1c697242-b41b-4eae-a42f-8dcb434437a7_0d970caa.jpg,2015-12-18,whitish_greenish,G145
1c697242-b41b-4eae-a42f-8dcb434437a7_ce41a06d.jpg,2015-12-18,whitish_greenish,G145
1cb24c97-72c7-44c4-b5bf-3f376bae73dc_40942b7e.jpg,2015-12-18,whitish,G441
1cb24c97-72c7-44c4-b5bf-3f376bae73dc_d54043f5.jpg,2015-12-18,whitish,G441
1cb24c97-72c7-44c4-b5bf-3f376bae73dc_ad8661ad.jpg,2015-12-18,whitish,G441
1cb37bad-ce7d-42ba-8c80-e453269b9245_2a8444d1.jpg,2015-12-18,whitish,G417
1cb37bad-ce7d-42ba-8c80-e453269b9245_0039b5f5.jpg,2015-12-18,whitish,G417
1cb37bad-ce7d-42ba-8c80-e453269b9245_1ff297ad.jpg,2015-12-18,whitish,G417
1cd4210d-9b9b-44c5-916a-a5f7afdf9d1e_a6233cd2.jpg,2015-12-18,brownish,G007
1cd4210d-9b9b-44c5-916a-a5f7afdf9d1e_97d6214d.jpg,2015-12-18,brownish,G007
1cd4210d-9b9b-44c5-916a-a5f7afdf9d1e_123915d9.jpg,2015-12-18,brownish,G007
1d236553-e288-4ded-b41f-1dba0b19c19f_18596d4f.jpg,2015-12-18,whitish_yellow,G042
1d236553-e288-4ded-b41f-1dba0b19c19f_6003fb1b.jpg,2015-12-18,whitish_yellow,G042
1d236553-e288-4ded-b41f-1dba0b19c19f_a3b9d4f2.jpg,2015-12-18,whitish_yellow,G042
1d486b33-0ee6-4012-9ef9-4abc6554f943_2f162d7f.jpg,2015-12-18,whitish_yellow,G210
1d486b33-0ee6-4012-9ef9-4abc6554f943_49c27860.jpg,2015-12-18,whitish_yellow,G210
1d486b33-0ee6-4012-9ef9-4abc6554f943_39839a01.jpg,2015-12-18,whitish_yellow,G210
1d5fa30a-74fe-4181-b851-74bd1cfde4e0_3f21137e.jpg,2015-12-18,whitish_yellow,G027
1d5fa30a-74fe-4181-b851-74bd1cfde4e0_adfc23d4.jpg,2015-12-18,whitish_yellow,G027
1d5fa30a-74fe-4181-b851-74bd1cfde4e0_1c0f5e17.jpg,2015-12-18,whitish_yellow,G027
1d988e63-3d25-4b17-b56c-12dd4bab7ec0_97dae712.jpg,2015-12-18,whitish_greenish,G202
1d988e63-3d25-4b17-b56c-12dd4bab7ec0_e9ee69d5.jpg,2015-12-18,whitish_greenish,G202
1d988e63-3d25-4b17-b56c-12dd4bab7ec0_162ba3a7.jpg,2015-12-18,whitish_greenish,G202
1dfb6882-50bb-4647-99b0-ce8c77285f80_eeb67f82.jpg,2015-12-18,brownish,G407
1dfb6882-50bb-4647-99b0-ce8c77285f80_f292dde7.jpg,2015-12-18,brownish,G407
1dfb6882-50bb-4647-99b0-ce8c77285f80_a99879aa.jpg,2015-12-18,brownish,G407
1e7974c0-aafa-49a7-a3ac-4b1af5dfb074_b00459c9.jpg,2015-12-18,orange-ish,G387
1e7974c0-aafa-49a7-a3ac-4b1af5dfb074_41692c82.jpg,2015-12-18,orange-ish,G387
1e7974c0-aafa-49a7-a3ac-4b1af5dfb074_1219679e.jpg,2015-12-18,orange-ish,G387
1eeb7cbd-cd81-4f84-ad2d-33d049c9ed92_3853e7c6.jpg,2015-12-18,small_open,G106
1efd20a8-c35f-4924-9437-1715d6727040_c7e1abf4.jpg,2015-12-18,whitish_yellow,G309
1f2464fd-85d2-4729-98b8-a7ed94f4ffe3_728703a9.jpg,2015-12-18,whitish,G326
1f2464fd-85d2-4729-98b8-a7ed94f4ffe3_8bf926bd.jpg,2015-12-18,whitish,G326
1f2464fd-85d2-4729-98b8-a7ed94f4ffe3_ad4d1797.jpg,2015-12-18,whitish,G326
1f6541ca-9f9e-4902-ab98-f675d5e482b7_441587bd.jpg,2015-12-18,small_open,G064
1f6541ca-9f9e-4902-ab98-f675d5e482b7_a101ea17.jpg,2015-12-18,small_open,G064
1f6541ca-9f9e-4902-ab98-f675d5e482b7_ca771a7a.jpg,2015-12-18,small_open,G064
1fc4af20-2cc2-4c47-923d-010e0b63a1f4_c3df56f8.jpg,2015-12-18,orange-ish,G427
1fc4af20-2cc2-4c47-923d-010e0b63a1f4_665356f3.jpg,2015-12-18,orange-ish,G427
1fc4af20-2cc2-4c47-923d-010e0b63a1f4_a2047f2b.jpg,2015-12-18,orange-ish,G427
20498b23-4519-4ea5-852d-53b6e1ca268a_46cd2796.jpg,2015-12-18,whitish,G403
20498b23-4519-4ea5-852d-53b6e1ca268a_4f6d4a15.jpg,2015-12-18,whitish,G403
20498b23-4519-4ea5-852d-53b6e1ca268a_f44be867.jpg,2015-12-18,whitish,G403
2105d091-c3a3-4dcf-a0c8-982a27b7236f_855398e3.jpg,2015-12-18,whitish_yellow,G319
2105d091-c3a3-4dcf-a0c8-982a27b7236f_6327363a.jpg,2015-12-18,whitish_yellow,G319
2105d091-c3a3-4dcf-a0c8-982a27b7236f_0cc32c9d.jpg,2015-12-18,whitish_yellow,G319
2143ab16-fa9f-4f4a-9f52-aba01aec4217_0303b288.jpg,2015-12-18,large_open,G062
2143ab16-fa9f-4f4a-9f52-aba01aec4217_478c510f.jpg,2015-12-18,large_open,G062
2143ab16-fa9f-4f4a-9f52-aba01aec4217_ee746554.jpg,2015-12-18,large_open,G062
21802f4d-8c5e-468e-922a-704b5132ab77_b05911dc.jpg,2015-12-18,whitish_yellow,G252
21802f4d-8c5e-468e-922a-704b5132ab77_816f6fde.jpg,2015-12-18,whitish_yellow,G252
21802f4d-8c5e-468e-922a-704b5132ab77_2c9d0e07.jpg,2015-12-18,whitish_yellow,G252
2224ca0a-8b91-4f4a-81c6-22a5f566eb27_061e9a9c.jpg,2015-12-18,whitish_greenish,G231
2224ca0a-8b91-4f4a-81c6-22a5f566eb27_4977be7f.jpg,2015-12-18,whitish_greenish,G231
2224ca0a-8b91-4f4a-81c6-22a5f566eb27_8e935df3.jpg,2015-12-18,whitish_greenish,G231
22738e00-3954-4fd0-85da-fd1d18f2bf62_5bc2ae90.jpg,2015-12-18,small_open,G381
22738e00-3954-4fd0-85da-fd1d18f2bf62_c5b95941.jpg,2015-12-18,small_open,G381
22738e00-3954-4fd0-85da-fd1d18f2bf62_5a44247c.jpg,2015-12-18,small_open,G381
233b9f3a-f895-40d4-8266-6b123450b734_572a67c4.jpg,2015-12-18,large_open,G360
233b9f3a-f895-40d4-8266-6b123450b734_01d65eec.jpg,2015-12-18,large_open,G360
233b9f3a-f895-40d4-8266-6b123450b734_d1e342b3.jpg,2015-12-18,large_open,G360
23948345-af80-406e-aee5-a802331f500e_a93d5cc5.jpg,2015-12-18,whitish_yellow,G255
23948345-af80-406e-aee5-a802331f500e_0e0da58b.jpg,2015-12-18,whitish_yellow,G255
23948345-af80-406e-aee5-a802331f500e_c0e7529e.jpg,2015-12-18,whitish_yellow,G255
24051d06-f568-476d-b2d2-cc7ece7bb078_1fc2dda2.jpg,2015-12-18,brownish,G151
24051d06-f568-476d-b2d2-cc7ece7bb078_e8fa9b33.jpg,2015-12-18,brownish,G151
24051d06-f568-476d-b2d2-cc7ece7bb078_6bd01628.jpg,2015-12-18,brownish,G151
2556c32a-f5b4-4cec-a6ee-85f6c88b9184_0cbe2dd5.jpg,2015-12-18,whitish_yellow,G153
2556c32a-f5b4-4cec-a6ee-85f6c88b9184_141a4ae1.jpg,2015-12-18,whitish_yellow,G153
2556c32a-f5b4-4cec-a6ee-85f6c88b9184_0b3408ab.jpg,2015-12-18,whitish_yellow,G153
259ce8cc-1dfb-421e-85ae-b7dc43b44485_692a7919.jpg,2015-12-18,small_open,G150
25c798b0-f9a1-4758-98d3-1826cefe494b_08e70f6a.jpg,2015-12-18,large_open,G169
25c798b0-f9a1-4758-98d3-1826cefe494b_702fbde5.jpg,2015-12-18,large_open,G169
25c798b0-f9a1-4758-98d3-1826cefe494b_d3b37889.jpg,2015-12-18,large_open,G169
25eb7b59-aee0-4104-b918-2cc06a84f6d4_4379110d.jpg,2015-12-18,whitish_yellow,G306
25eb7b59-aee0-4104-b918-2cc06a84f6d4_1fbaaea3.jpg,2015-12-18,whitish_yellow,G306
25eb7b59-aee0-4104-b918-2cc06a84f6d4_c7bbd506.jpg,2015-12-18,whitish_yellow,G306
2614f8f6-f1ad-4839-9274-dec83a3e11b9_984a6c7f.jpg,2015-12-18,whitish_greenish,G112
